,text,hate
7396,মাদার চোদ সব তোরা দালাল বালের কেলা খেলে,1
7397,মাদার চোদ সো,1
7398,মাদার চোদ কোথাকার ফুটেজ কোথায় লাগাইলি,1
7399,মাদার চোদকে ফাশি দাও,1
7400,মাদার চোদরা একটাও ভালো না,1
7401,মাদার চোদরে খুন করা উচিতসালা বউয়ের কথায় নাচে,1
7402,মাদার চোদে আবার গান গায় খাংকির সাথে কথা বলে,1
7403,মাদার চোদেন না তোর মা রে তুই,1
7404,মাদার চোদের ছেলের চোখ তুলে দে শালা,1
7405,মাদার চোদের ফাসি চাই,1
7406,মাদার চোদের বাচ্চা,1
7407,মাদার চোদের বাচ্ছা,1
7408,মাদার চোদের বিচার চাই,1
7409,মাদার চোদের মুখের ভাষা খুব খারাপ,1
7410,মাদার চোদ্দ তর মা,1
7411,মাদার চোদ,1
7412,মাদার চৌদ্দ,1
7413,মাদার ছুদ,1
7414,মাদার ছুদ কিবুজাইলি রাবিশ,1
7415,মাদার টোস্ট বিচারক,1
7416,মাদার টোস্ট বিচারক গুলো,1
7417,মাদার টোস্টফেসবুকে বমি কইত্তে আইছ,1
7418,মাদার সুদ সাংবাদিক গুলো,1
7419,মাদারক্সোদ তোর এতো বড় সাহস,1
7420,মাদারচদ পাপন,1
7421,মাদারচান খাজাবা,1
7422,মাদারচান তরে কুত্তার সাথে তুলনা করলাম,1
7423,মাদারচুত,1
7424,মাদারচুত পীর সব মাগীখোর,1
7425,মাদারচুত মোদীর ফাঁসি চাই,1
7426,মাদারচুত সাকিব খান,1
7427,মাদারচুত সালারা,1
7428,মাদারচুদ,1
7429,মাদারচুদ এর ফাসি দেওয়ার দরকার,1
7430,মাদারচুদ কি কয়,1
7431,মাদারচুদ কে কুত্তার কাছে বিয়া দেওয়া লাগব,1
7432,মাদারচুদ টাকু তর খবর করে ফেলব,1
7433,মাদারচুদ তুই আর কি তদন্ত করবে,1
7434,মাদারচুদ তুই শালা মরবি,1
7435,মাদারচুদ নামায নিয়া কথা কবি না,1
7436,মাদারচুদ নির্বাচকরে কিছুই বলে না কেন,1
7437,মাদারচুদ পাপন তুই ক্রিকেটকে ধংস করে দিছোছ,1
7438,মাদারচুদ মহিলা মিজিয়া তোমাদের বাবার খাইয়া আইছে,1
7439,মাদারচুদ মালাউন বাচ্চা ভন্ড মাজার পূজারি,1
7440,মাদারচুদ মুভি,1
7441,মাদারচুদ শেখ মজিব নিয়া গালি দিস কেন,1
7442,মাদারচুদ হুজুর তর মাকে চুচি,1
7443,মাদারচুদরা কি অডিশন করস নাকি মানুষকে অপমান করস,1
7444,মাদারচুদরে দেখেই বুঝা যাচ্ছে লুচ্ছা একটা,1
7445,মাদারচুদরে ফাসি দেওয়া হয় না কেন,1
7446,মাদারচুদিরে চিনছি বাট মাদারচুদটারে চিনালাম না,1
7447,মাদারচুদের তাও লজ্জা শরম নাই সে বলে তদন্ত চুদাবে,1
7448,মাদারচেদ,1
7449,মাদারচোত,1
7450,মাদারচোত কে মার বোকাচোদার,1
7451,মাদারচোত তরেপাইলে আমিগু খাওয়া তাম,1
7452,মাদারচোত তোরা ইসলাম নিয়ে ঠাট্টা করস,1
7453,মাদারচোদ,1
7454,মাদারচোদ গালি না দিয়ে পারলাম নামাফ করবেন,1
7455,মাদারচোদ অলক কপালি,1
7456,মাদারচোদ একটা খেলোয়াড়,1
7457,মাদারচোদ একটা জাফর ইকবাল,1
7458,মাদারচোদ একাটা,1
7459,মাদারচোদ এতো কথা বলিস ক্যা,1
7460,মাদারচোদ এরা কি বলে,1
7461,মাদারচোদ কুকুরের বাচ্ছা,1
7462,মাদারচোদ চামচামি বাদ দে,1
7463,মাদারচোদ জার্মানি আর্জিনন্তিনা একি তারকা,1
7464,মাদারচোদ জাস্টিস,1
7465,মাদারচোদ তুই আগে সউদি জা রেনডির বাচ্চা,1
7466,মাদারচোদ তুই নামাজ নিয়ে কথা বলতেচোদ কেনো,1
7467,মাদারচোদ তুই পদত্যাগ কর,1
7468,মাদারচোদ তোফাজ্জল হোসেন ফালতু কথা বলে,1
7469,মাদারচোদ তোর বাপের দম নাই,1
7470,মাদারচোদ দের আচরণ কুত্তার চেয়েও অধম,1
7471,মাদারচোদ ধর্ম হিন্দু ধর্মের প্রতিফলন,1
7472,মাদারচোদ নাকি হালায় পুটকি মারতে গিয়া ধরা খায়ছে,1
7473,মাদারচোদ নাম একটি ফিলিম আরেকটি,1
7474,মাদারচোদ নামাজরে গালি দিসনা,1
7475,মাদারচোদ পাপন এর চক্রান্ত,1
7476,মাদারচোদ পাপন যুতে মার,1
7477,মাদারচোদ বিচারক কে দেখলেই মনে চায় ভালোকরে পেটাই,1
7478,মাদারচোদ মিথ্যা কথা বলিস কেনো,1
7479,মাদারচোদ মিথ্যা বয়ান দিলি,1
7480,মাদারচোদ যদি নিচের কমেন্ট গুলা পড়তো,1
7481,মাদারচোদ রে গ্রেপ্তার করানোর ব্যবস্তা করা হোক,1
7482,মাদারচোদ লুচ্চা সালা,1
7483,মাদারচোদ সাকিব,1
7484,মাদারচোদ সামনে পাইলে টা বাজাইতাম,1
7485,মাদারচোদকে ফাসি দেয়া দ্কার,1
7486,মাদারচোদরে ফাঁসি দেওয়া দরকার,1
7487,মাদারচোদে পুরা আবুল হয়ে গেছে,1
7488,মাদারচোদেকয়কিপাগল,1
7489,মাদারচোদের আইন,1
7490,মাদারচোদের দর খানকির ফোলা,1
7491,মাদারচোদের দল একটা সাকিবের বাল একশ পাপনের সমান,1
7492,মাদারচোদের পাছা মারার সু ব্যাবস্থা করা হোক,1
7493,মাদারচোদের বাচ্চারা আর মোমো তো আস্তা খানকি,1
7494,মাদারচোদেরা সবগুলো দালাল,1
7495,মাদারছুদ এর ফাসি চাই,1
7496,মাদারছুদেরা কি শুরু করলো,1
7497,মাদারছোদ খানকির বাচ্চা,1
7498,মাদারছোধ,1
7499,মাদারটেক পাপন তুই দেশের ক্রিকেট শেষ করতা ছত,1
7500,মাদারটোষ্ট বিচারক,1
7501,মাদারটোস্স,1
7502,মাদারবোর্ড তুমি বড়ই ফেতনাবাজ,1
7503,মাদারসুদ এইসব ইডিট বোঝা যায়বোকাসোদা,1
7504,মাদারসূদ অহাবি,1
7505,মাদারসোদ কথা বলতে পারে না আবার এমপি হোইছে,1
7506,মাদারি ডিরেক্টর কি গানের কি কাহিনীহাহাহাহা,1
7507,মাদারি ফালতু খবর,1
7508,মাদারি লুচা,1
7509,মাদারি শালা তোরে সামনে পাইলে যে কি করতাম রে কুকুর,1
7510,মাদারি সাব্বির,1
7511,মাদারি,1
7512,মাদারিচুদরা অডিশন কিবাব নে শেইটাও জানে না,1
7513,মাদারিপুরের মেয়েরা কেমন,1
7514,মাদারির বাচ্চা,1
7515,মাদারির বাচ্চা আমাদের নবীকে নিয়া কোন কথা বলবিনা,1
7516,মাদারির বাচ্চারা বাল খেলছে,1
7517,মাদারির মালত সেই এবার হিতি ভিডিও বাহিরহইবো,1
7518,মাদারিরবাচ্চা পাপনই এই কাজ করছে,1
7519,মাদারী অামীর হামজা নবীর দোষমন মাদরী চোদ,1
7520,মাদারী গাঁজা খোর মাগীখোর,1
7521,মাদারী তুইয় জরিতো,1
7522,মাদারী নিজেই রাস্তা ব্লক করে রাখছে,1
7523,মাদারী পরিচালক,1
7524,মাদারের চোদের ফাঁসি চাই তোমরা কি বলো,1
7525,মাদারের বাচ্চা,1
7526,মাদারের বাচ্চা গাজা খায়ছ,1
7527,মাদারের বাচ্চা বড় লুচ্চা,1
7528,মাদারের বাচ্চা মাগির পুলা,1
7529,মাদারের বাচ্চা মিথ্যা বলার যায়াগা পেলে না,1
7530,মাদারের বাচ্ছা কোত্তেকে বের হল,1
7531,মাদারের সুদ কে ফাঁসি দেওয়া উচিত,1
7532,মাদারেরে বাচ্চা অপু কয়,1
7533,মাদ্দার চোতকে বাদ দেওয়া হোক সে একটা বেয়াদপ,1
7534,মাননীয় স্পিকার আমি চোদনা হয়ে গেলাম,1
7535,মানুষ কি এতো অমানুষ হতে পারে,1
7536,মানুষ কে অসম্মান করে মাদার চোদ্দ খাকি পোলা,1
7537,মানুষ না তুই বড় যানুয়ার,1
7538,মানুষ না মনে হচ্ছে জানোয়ার,1
7539,মানুষ নামে জানোয়ার,1
7540,মানুষ নামের অমানুষ,1
7541,মানুষ নামের জানুয়ার,1
7542,মানুষ নামের জানোয়ার,1
7543,মানুষ নামের পশু মানব জাতির কলঙ্ক,1
7544,মানুষ পাগল না সব সালা নষ্ট,1
7545,মানুষ রুপে জানোয়ার,1
7546,মানুষ রুপে পশু,1
7547,মানুষ রুপে যানোয়ার,1
7548,মানুষ রূপী অমানুষ,1
7549,মানুষ জানুয়ারের বাচ্চা,1
7550,মানুষরুপী জানোয়ার,1
7551,মানুষের পেট থেকে এইটা জানোয়ার বের হয়ছে,1
7552,মানুস নামে পশু,1
7553,মানুস পারে ভাবে বাবাকে মারতেও পশুর চেয়েও খারাপ,1
7554,মানে সালারে বুজায় দেও,1
7555,মামা ক্রিকেটের হোগামারা সারা,1
7556,মার খানকির ছেলেকে,1
7557,মার জলেনা মাসির জলে কুত্তার দল,1
7558,মার বুকাচুদাকে,1
7559,মার মাদারচোদ্রে,1
7560,মার মালুনকে আর ছাড়না,1
7561,মার সালারে,1
7562,মারদ চোদ,1
7563,মারা চুদি,1
7564,মাল অরে মাল,1
7565,মালে কয কি সারের দুষ নাই কে চুদল তোমাকে,1
7566,মালের স্বাদ না পেয়ে বেহুস হায় রে মাল,1
7567,মাশরাফি খানকির পোলায় কোথায়,1
7568,মাশরাফি চদানির,1
7569,মাশাআল্লাহ্ হুজুর শালা ভন্ড মাজার পূজারি,1
7570,মাসরাফি বাল ফালাইছে,1
7571,মাসাহ আললাহ ওই সালাইতো মাদার চোদ,1
7572,মাসুদ একটা গুদেরবেটা,1
7573,মাসুদ রানা আবার কোন বানচৌত,1
7574,মাসুদ রানা কে তিনটা বিচিওয়ালা মানুষ,1
7575,মাসুদ রানা কোথাকার বাড়ার বাল,1
7576,মাসুদ রানার মারে আমি চুদি,1
7577,মিজান আজহারী জারজ,1
7578,মিজান হইলো একটা শালার পুত,1
7579,মিজানুর রহমান সালা বন্ড,1
7580,মিজানুর রহমানের শয়তানের বাচ্চা ভন্ড ভন্ড,1
7581,মিডিয়া জগতের বেইশ্যা চরিত্রহীন,1
7582,মিডিয়া জানোয়ারের বাচ্চা,1
7583,মিডিয়ার মারে চুদি,1
7584,মিতিলার চাইতে বেশ্যারা অনেক ভালো,1
7585,মিথালা একটা পতিতা,1
7586,মিথিলা একজন বেস্সা মেয়ে৷৷৷৷৷,1
7587,মিথিলা একটা খানকি,1
7588,মিথিলা একটা জারজ সন্তান,1
7589,মিথিলা এখন জাতিও ভাবি একটা কুত্তী,1
7590,মিথিলা খারাপ একটা মেয়ে,1
7591,মিথিলা নষ্টদের সেরা নষ্ট মহিলা,1
7592,মিথিলা হচ্ছে একটা বেসসা খানকি মেয়ে,1
7593,মিথিলা হল বাজারের মেয়ে,1
7594,মিথিলা হলো মাগি এক সোনা হবে না,1
7595,মিথিলার পেটে আমি বিচ দিয়ে ছি,1
7596,মিথিলার মতন মেয়েদের বেশ্যাপাড়ায় খুব ভালো মানাবে,1
7597,মিথ্যাক সালা,1
7598,মিথ্যাখবর প্রচার কোরলে তোকে উল্টো কোরে চুদবো,1
7599,মিথ্যাবাদী খানকী মিন্নিকে ফাঁসি ওেয়া হোক,1
7600,মিথ্যাবাদী দালাল,1
7601,মিথ্যাবাদীর জনক হলো কাউয়া কাদের,1
7602,মিথ্যুক শিক্ষক হালারপুত,1
7603,মিনি শালিকে ফাঁসি দেওয়া হোক,1
7604,মিন্নি খানকির সব দোষ,1
7605,মিন্নি চরিত্রহীন নষ্টা মেয়ে,1
7606,মিন্নি জরিত মেয়ে লুচচা,1
7607,মিন্নি দি এখনো ভাব চোদায়,1
7608,মিন্নি বেস্যা,1
7609,মিন্নি শালি বেশি দোষি,1
7610,মিন্নি হলো পতিতা আর বাংলাদেশ আন্তজাতিক পতিতালয়,1
7611,মিন্নী কুত্তার বাচ্চার ফাঁসি চাই,1
7612,মুক্তি যুদ্বারা দেশকে চুদে দাও মুক্তিযোদ্ধারা,1
7613,মুখচোদা দেশ মুখচোদা মিডিয়া,1
7614,মুচির জার্সি পরা এই মাগির ছেলে তো ইয়াবা খোর,1
7615,মুচির পোলাপান কুত্তালীগ করে,1
7616,মুটকি খনকি,1
7617,মুদি আর অমিতসাকে জুতা মেরে ভারত থেকে বের করুন,1
7618,মুদি একটা চুদির ভাই,1
7619,মুদি কি গোরুর মুত খাওয়ার জন্য পাগল হয়ে গেছে,1
7620,মুদি কুত্তার ফাঁসি চাই,1
7621,মুদি গরুর বাচ্চা এসব করাচ্ছে শালার হারামি,1
7622,মুদি জারত সন্তান পরিচয় হিন কুত্তার বাচ্চা,1
7623,মুদি তো মাদার চোদ,1
7624,মুদি মাগির বেটা তোর গাড়মারী,1
7625,মুদি রান্ডির বাচ্চা বলে এসব করছে,1
7626,মুদি হারামি,1
7627,মুদিত্রবংঅমিতসারওদুইকুততারফাসিচাই,1
7628,মুদিভাই চুদি কে ভারত থেকে বিতারিত করা হক,1
7629,মুদির জনমে দুস আছে,1
7630,মুদির জম্ন কোথায় এতো জারজ তার বাবার ঠিক নেই,1
7631,মুদির বাল ফেলবে বন্ধ কর তোমাদের বালের খবর সেনাল,1
7632,মুদির মারে চুদি,1
7633,মুদিসালারবাবারদেশকুততারবাচছা,1
7634,মুদী গরুর মুত মুতখায,1
7635,মুন্নি নডি খাবকি ওর ফাসি চাই,1
7636,মুয়েরের সাথে কাউয়ার তুলনা,1
7637,মুরগি কবির অবসসই নাসতিক,1
7638,মুরগি কুত্তার বাচ্চা,1
7639,মুরগি চোরা শাহরিয়ার কবির পতিতা খানকি,1
7640,মুরগিচোর শাহরিয়ার কবির জারজ সন্তান শুয়োরের বাচ্চা,1
7641,মুরগী কবির,1
7642,মুরগী চোরা বেশি ভাড়াভাড়ী করছটা নাছতিক,1
7643,মুরগী মুরগী কবির,1
7644,মুর্খ আবাল,1
7645,মুর্খ হারাম জার্দা,1
7646,মুর্খচুদা বক্তা ভন্ড,1
7647,মুশফিক আমার বাল,1
7648,মুশফিক আমার বাল সালার মাদার চোদ মুশফিক,1
7649,মুশফিক একটা বাল,1
7650,মুশফিক বালকামা আর কুত্তা গুলাও বালকামা,1
7651,মুশফিক কি বাল ফালানো মুসা,1
7652,মুশফিক কি বাল বালের প্লেয়ার,1
7653,মুশফিক কোন চেটের বাল,1
7654,মুশফিক কোন মাংহের বাল,1
7655,মুশফিকুর ভাই একটা পুংটা মোটা রে দিয়া বল করাই,1
7656,মুশফিকের চামচা মাদাটচোদ,1
7657,মুশফিকের জার্সি পড়া হালায় প্রফেশনাল গ্যাঞ্জাখোর,1
7658,মুশফিকের জার্সি পরা হালায় দি বড় দালাল,1
7659,মুসপিক এর খবর নাই আর খানকির পোলার গো দালালি,1
7660,মুসপিকের মায়রে আমি চুদি হেডাম থাকলে কিছু করি দেখা,1
7661,মুসফিক কি আমার বাল,1
7662,মুসফিক কি যে একদম ভাবকি বাল,1
7663,মুসফিক চেডের বাল আমার,1
7664,মুসফিক বাল কামাইছে,1
7665,মুসফিক মাদারছুত কইলাম,1
7666,মুসলমান মানে আতঙ্ক বাদি,1
7667,মুসলার গুদ,1
7668,মুসলিম দেশে খানকির ওবাব নাই,1
7669,মুসলিম মাদার চদ তোরা বাইরের মাল,1
7670,মুস্তাফিজকে ওপেনিং নামা সালার পুতেরা,1
7671,মূর্খ নারী খালেদাজিয়া,1
7672,মূর্খচুদারা করেছে অভিনয়,1
7673,মূল দোষী মিন্নি বালের নিউজ,1
7674,মেডিন ভারত এর কুত্তা,1
7675,মেয়ে গুলো এক নাম্বার ব্যাইশ্শা,1
7676,মেয়েটা হলো বড় খানকি,1
7677,মেয়েতো চুদা খাওয়ার জন্য খুব অস্থির হয়ে আছি গো,1
7678,মেয়েদের কি ভাবে চোদাচুদি যায়,1
7679,মেসি তর মাকে চুদেনাই,1
7680,মোদি আর অমিত মালুকে ফাসিতে ঝুলিয়ে মারা হউক,1
7681,মোদি একটা কুত্তার বাচ্ছা,1
7682,মোদি একটা চোর ছোটলোকের বাচ্চা,1
7683,মোদি একটা জানোয়ারের বাচ্ছাপতিতার জল্ম,1
7684,মোদি একটা শুয়োরের বাচ্চা,1
7685,মোদি অমিত মাদারচুদের ফাসি চাই,1
7686,মোদি অমিত শাহা কুত্তার ফাঁসি চাই,1
7687,মোদি অমিতশা দুই হালায় দেসের গাদ্দার ফাঁসি চাই,1
7688,মোদি কুওা নিপাত যাক পাকিস্তান জিন্দাবাদ,1
7689,মোদি কুত্তার বাচ্চা আমিত শা কুতচ্চার বাচ্চা,1
7690,মোদি জম্ম শুকুরের ঘরে তাই কুকুরের চেয়ে খারাপ,1
7691,মোদি তোর চুদি শালা,1
7692,মোদি মাদার চোদ,1
7693,মোদি শালা চিটার,1
7694,মোদি সালা বেশি বুঝ বিনা,1
7695,মোদির মাকে চোদাচুদির জন্য,1
7696,মোদির মারে চোদ্দে,1
7697,মোদী একটা খাটাস রাম ছাগল ছাড়া আর কিছু না,1
7698,মোদী কুত্তার বাচ্ছা আমি বাংলাদেশ থেকে বলছি,1
7699,মোদী কুত্তার বিপক্ষে,1
7700,মোদী জির লেওড়াটা দেখে নেগুদ চিড়ে দেবে,1
7701,মোদীর বাল ছিরবে পাকিস্তান,1
7702,মোস্তফা কামাল বেয়াদব জানোয়ার,1
7703,মোহাম্মদ সাঃ নিয়ে কিছু কইবি না মাদারচোদ,1
7704,মৌ তুই আমার বালের অভিনেতী,1
7705,মৌদিহটাও দেশ বাচাও অমিত সাহাকে জুতোর মালা পরাও,1
7706,মৌসুমি একটা নেচ্ছা মহিলা,1
7707,মৌসুমিকে একরাত চুদ্দে চাই আমি কেউ এনেদিবা,1
7708,মৌসুমীর নামে আর একটা বাজে কথ বললে তোকেই চুদবো,1
7709,যখন ম্যাচ বিক্রি করে তখন কই থাকোস চুদানির পোলারা,1
7710,যত লুচ্চামি খবর আছে তোমার কাছে,1
7711,যত সব আবাল কাহিনী জার্সি পরা হালায় মাদারচুদ,1
7712,যত সব ছাগলের দল,1
7713,যতসব আবাল,1
7714,যতসব গাদার বাচ্চা বিচারক,1
7715,যতসব ফালতু কথা বলে মানুষকে ধোকা দেস মাদার চোদি,1
7716,যতসব বালছাল খবর দিস কেন বারা,1
7717,যত্তসব পাপন শালার ফাজলামী,1
7718,যা করার পাপন সালা তুইই করলি,1
7719,যাকষাঁর তাহলে ঘুম থেকে উঠলেন শেষ পর্যন্ত,1
7720,যাকে বলে জানোয়ার কুকুর শালা,1
7721,যানোয়ার তুই এটা কি করলি,1
7722,যারজ মাদারীর চোদ,1
7723,যারা আনলাইক মারছে মুভিতে তারা জারজ,1
7724,যারা এরে আনছে তারা কি ঘাস খায়,1
7725,যারা ডিজলাইক দিয়েছে তারা কুকুর চোদা,1
7726,যারা ডিসলাইক করে তারা সবটি কুওা,1
7727,যারা ডিসলাইক দিছে তারা সব বলদ মাদারচুদ,1
7728,যারা ডিসলাইক দিয়েছে তারা অমানুষ,1
7729,যারা দাড়িয়ে আছে তারা মানুষনা কুকুর,1
7730,যারা বলেছেন তাঁরা হলেন শুয়োরের বাচ্চা,1
7731,যারা বিচারক তারা গরুর বাচ্চা মানুষের বাচ্চা না,1
7732,যারা মাজার কে খারাপ বলে তোরা হইলে জারজ সন্তান,1
7733,যে আছে সেইটা এই শালারা জানতো না,1
7734,যে খবর টা বলছে সে টা আলে শালার বেটা,1
7735,যে গুলা দিলো সেগুলাও এমন জানোয়ার,1
7736,যে বালের নাচ আর ভাব দেখলে জোকার মনে হয়,1
7737,যে বালের নায়ক,1
7738,যে শালায় ভিডিও করছে সেও তো পুরাই মাদারি,1
7739,যে সালারা ডিসলাইক দিসে ওই সালারা পাপ নের বংশধর,1
7740,যেই ধরছে অই হালায় এমন বাব ধরছে হেয় হানিনার ভাই,1
7741,যেই না চেহারা কুত্তায় দেয় না পাহাড়া৷,1
7742,যেই বাল খেলে আবার টেকা চায়,1
7743,যেই লোকগুলো ডিসলাইক দিছে তারা রাজাকারের বংশ,1
7744,যেমন দল তেমন সেই দলের কাওয়া নেতা পতিতার দল,1
7745,যেমন বোকা ছদা প্লেয়ার তেমনি বোকা ছদা দর্শক,1
7746,যোগি হল বেশসার পেটে জন্ম খুতধরে বেরাছে,1
7747,রতনে রতন শুয়রে চিনে কচু,1
7748,রংপুরের সবাইকে বুদাই বানালো এই শানাই বুস,1
7749,রফিক কুত্তার বাচ্ছা মুসফিক এর পা চাটা কুকুর,1
7750,রাইট বার এই শালা আসলে বাট পার ওর কতা না বলাই ভালো,1
7751,রাখ তোর ভিডিও সালা আবাল,1
7752,রাগের চোটে বাবাকে বাবাকে চড় মারে খানকীর ছেলে,1
7753,রাজনিতির সপ সুওরের বাচচা চোর,1
7754,রাজনীতি চুদাইলে ক্রিকেটের উন্নতি হবে কেমনে,1
7755,রাজাকার মাদারচোদ,1
7756,রানীর বুনি অনেক বড় বড় করছে কে,1
7757,রানু বালের রানু,1
7758,রানু মন্ডলকে কেউ কি ঘ্রিনা করেন লাইক দিয়ে যান,1
7759,রানু মন্ডলের মেযেকে ঘৃনার অযোগ্য,1
7760,রানুকে বিখুর বানাও ছবাই ছালা রানু,1
7761,রানুদিকে কারা ঘ্রিনা করেন লাইক দিনত দেখি,1
7762,রানুদির মেয়ে নম্বর খাঙ্কি,1
7763,রানুদির মেয়ে সবথেকে সয়তান,1
7764,রানুর মেয়ে একটা বেইমান হারামি,1
7765,রানুর মেয়ে একটি বাজারী মেয়ে,1
7766,রাম এই চুতিয়া কে মসজিদ আছে থাকবে ইনশাআল্লাহ্,1
7767,রাম বোকাচোদা বড় খানকীর ছেলে,1
7768,রামের জনম ওই ছে কে জানে তা কে তেকেছ,1
7769,রিপোর্ট মার সালারে,1
7770,রিমান্ডে নিন সালারে,1
7771,রীয়া রায়কে ঘীৃনা করি,1
7772,রুবেন একটা কুত্তার বাচ্চা,1
7773,রুবেল নং বাইনচোদ,1
7774,রুবেল একটা জারস সন্তান,1
7775,রুবেল কুত্তা ্্,1
7776,রুবেল জানোয়ার,1
7777,রুবেল নাসির ফকিরের পোলারা দুই জনে মাগী বাজ,1
7778,রুবেল মাদার চোদ,1
7779,রুবেল শালা তুই চিটার,1
7780,রুবেল ছাগল বাচ্চা রা,1
7781,রুবেলের চেয়ে মেয়ের দোষ কম নয়,1
7782,রুমি সোসাইটির অন্যতম প্রধান ছাগল,1
7783,রোজা দিন তাই কিছুই বললাম না শালা কুক্তা বাচ্ছা,1
7784,রোবেল একটা জানোয়ার,1
7785,র্জাসি পরা চামচা হালা ভাব বেশি নিতাছে,1
7786,লজ্জা করেনা বেয়াদব একটা,1
7787,লজ্জা না থাকার কারন কুত্তা সুয়ওর জানোআরের নেয়,1
7788,লজ্জা বলতে কিছু নাই কুত্তা লীগ,1
7789,লম্পট ডিসি,1
7790,লাইফ ছেটেল করবে হালার ঘরের হালা,1
7791,লাচ্চা সাকিব খান,1
7792,লিগ মানে খানকি মাগির জারজ সন্তান,1
7793,লিগের বাচ্চারা আসলে কুল্লাগারের জাত,1
7794,লিটনের নাম কছ নাহ কেন মাগির হোলা,1
7795,লীগ গুলাই হলো আসল জঙ্গি,1
7796,লীগ মানেই পতিতার জন্ম,1
7797,লীগের দালাল হারাম জাদা,1
7798,লুইচ্চা,1
7799,লুইচ্চা দিয়া ভরে গেছে সারা বাংলাদেশ,1
7800,লুইচ্চা ফেরদৌস,1
7801,লুইচ্চা বেডা তুই,1
7802,লুইচ্চা মাইয়া,1
7803,লুইচ্ছা,1
7804,লুইচ্ছা কাউয়া চিঃ চিঃ,1
7805,লুইচ্ছা মাগির পোলা,1
7806,লুইচ্ছা সালার পুত,1
7807,লুইচ্ছারা প্রেম করতে পারে বিয়ে করতে পারেনা,1
7808,লুচচা আর লুচচার সাথে কে বসে আছে ভাই,1
7809,লুচচা চাকিব খান,1
7810,লুচচা চোটটা ছাকিপ খানের ছবি দেখিনা,1
7811,লুচচা চোটটা সাকিপ খানের ছবি দেখিনা,1
7812,লুচছআ কে তারি দাও,1
7813,লুচা মাদার চোদ,1
7814,লুচ্চা,1
7815,লুচ্চা ছাড়া কি বলবে লুচ্চা খান বাটপার খান,1
7816,লুচ্চা কাউয়া কাদির আর ভালো হইলো না,1
7817,লুচ্চা কাদের কই উগইর তলা আর কই আগরতলা,1
7818,লুচ্চা চুদানির পুলা,1
7819,লুচ্চা ডি সি তার ফাঁসি চাই,1
7820,লুচ্চা ডিসি,1
7821,লুচ্চা ডিসি,1
7822,লুচ্চা ডিসিকে বরখাস্ত করা হউক,1
7823,লুচ্চা প্রশাসক,1
7824,লুচ্চা প্রশাসন,1
7825,লুচ্চা মাগীরপুত,1
7826,লুচ্চা শালা,1
7827,লুচ্চা সাকির,1
7828,লুচ্চা সাব্বির,1
7829,লুচ্চা সালা,1
7830,লুচ্চা সালার পুত,1
7831,লুচ্চা হাতে দেশে চালানো কি ঠিক,1
7832,লুচ্চা হালাই চোখ দেখলেই বুঝাযাই,1
7833,লুচ্চা মেয়েবাজ একটা,1
7834,লুচ্চাগু চেমেরা ডি সির তে ডিসি না ডিছি ছি,1
7835,লুচ্চামিতে নোবেল দিয়ে দে হালারে,1
7836,লুচ্চামির একটা সিমা থাকার দরকার,1
7837,লুচ্চামির মত চেহারা সালা,1
7838,লুচ্চামির শেষ কোথায়,1
7839,লুচ্চায় দেশটা ভরে গেছে,1
7840,লুচ্চার ঘরের লুচ্চা,1
7841,লুচ্চার বড় গলা,1
7842,লুচ্চার শিখদার,1
7843,লুচ্চার হাফেজ,1
7844,লুচ্চু কাদের,1
7845,লুচ্ছা নাম্বার,1
7846,লুচ্ছা সাকিব খ্ন,1
7847,লুচ্ছামি করবে আর সংবাদ প্রচার করবেনা তা কেন হবে,1
7848,লেওরা মারকা টিচার,1
7849,লোক দেখানো ভন্ডামি করতে যেও না কাউয়া মন্ত্রী,1
7850,লোকগুলো কি পাগলচোদা নাকি,1
7851,লোকমান একটা কুলাঙ্গার,1
7852,লোপা একটা কুক্তা বাচ্চা,1
7853,লোপা শুয়ারের বাচ্ছা,1
7854,শখের শক তুইলা ছাইড়া দিলো শালার উপস্থাপক,1
7855,শয়তানতুই তেহেরী,1
7856,শয়তায়নের বহুরূপ,1
7857,শয়তীন মিথ্যা খবর,1
7858,শলা একটা কুততা মানে কুকুর,1
7859,শা লা এখন ভান ধরছে না করলে কোথা থেকে আসলো,1
7860,শাউয়ার নায়ক,1
7861,শাওয়ার দাঁড়িয়াল,1
7862,শাকিব একটা নাটকির পোলা,1
7863,শাকিব একটা পাকা মাদারি,1
7864,শাকিব একটা মাদারচোদ,1
7865,শাকিব একটা হারে হারাম জাদা,1
7866,শাকিব কান বাটপার,1
7867,শাকিব কুকুরের বাচ্চা,1
7868,শাকিব কে বাদ দেকে কেরে ফালতু ভিডিও বানিয়ে শালারাd,1
7869,শাকিব খান একটা লুছচা সালা,1
7870,শাকিব খান নিজেই লুচ্জা,1
7871,শাকিব খান লুইচা,1
7872,শাকিব খান সূদূ টাকা করে তাই হারামি,1
7873,শাকিব খানের একটা বালের সমান ছিলনা সালমান,1
7874,শাকিব খানের তুই বালের যোগ্যতা না আবাল,1
7875,শাকিব মাদার চুদ,1
7876,শাকিব হারামি,1
7877,শাকিব৷ হলো৷ একটা৷ লুইচ্চা,1
7878,শাকিবের ডুব্লিকেট কপি করে শালা,1
7879,শাকিবের বাল ছিরে দেখা,1
7880,শাব্বির রাহামান খানকির ছেলে,1
